"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_run_uses_knowledge_by_default","tests.unit","2026-09-03","passed","2026-09-03","","test_secondary_healing","",""
"","0","test_exception_falls_back_to_rule","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnose_llm","",""
"C6：链提示只保留最近 3 层 + 省略号（防描述稀释意图）。","1","test_chain_hint_truncates_to_recent_3","tests.unit","2026-09-03","passed","2026-09-03","","test_chain_healing","",""
"","0","test_get_api_key_blank_is_none","tests.unit","2026-09-03","passed","2026-09-03","","test_openai_client","",""
"","0","test_render_empty","tests.unit","2026-09-03","passed","2026-09-03","","test_dashboard","",""
"","0","test_extract_json_with_prefix_and_suffix","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_io","",""
"按策略阈值越出 [0,1] → 加载期报错（防倒挂/脏配置）。","0","test_config_rejects_out_of_range","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"B4：embedding 关闭时 L1 键仍写入 → 后续同结构 L1 硬短路（读写门控对称化）。","0","test_persist_writes_l1_key_without_embedding","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnosis_reorder","",""
"默认关闭：既有无需确认——动作不额外等待（决策 D12 不改默认行为）。","0","test_action_wait_default_off","tests.unit","2026-09-03","passed","2026-09-03","","test_action_wait","",""
"V5 复核：同 signature 弹窗 upsert（最新观察胜出），复现弹窗不再无界追加。","6","test_add_popup_upsert_latest_wins","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_sqlite","",""
"审查 C2 回归：dom_fingerprint=None 时同样去重（SQLite UNIQUE 对 NULL 不生效的坑）。","7","test_add_repair_upsert_dedup_with_none_fingerprint","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_sqlite","",""
"<button><span>登录</span></button> → 按钮文本含嵌套子元素文本。","0","test_nested_text_aggregates_to_parent","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_parser","",""
"","0","test_compact_dom_empty","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_io","",""
"","30300","test_heal_success","tests.e2e","2026-09-03","passed","2026-09-03","","test_healing_flow","",""
"同策略 early_accept 必须严格 > accept（与全局层级约束同构）。","0","test_config_rejects_early_not_gt_accept","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"知识热度更新失败记 warning（R4 不静默吞错），且不阻塞采纳路径。","1","test_semantic_bump_logs_instead_of_silently_swallowing","tests.unit","2026-09-03","passed","2026-09-03","","test_review_hardening","",""
"","0","test_write_environment_skipped_without_results_dir","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"根选择器断裂：第一次自愈修根，重放整条链（含 first property）后成功。","0","test_root_broken_heals_root_and_replays_chain","tests.unit","2026-09-03","passed","2026-09-03","","test_chain_healing","",""
"","202","test_never_stable_times_out","tests.unit","2026-09-03","passed","2026-09-03","","test_smart_wait","",""
"","0","test_pr_body_marks_flaky_and_escapes_pipe","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"","0","test_disabled_returns_none","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_factory","",""
"","1","test_is_timeout_error","tests.unit","2026-09-03","passed","2026-09-03","","test_wrapped_healing","",""
"A3 门面：query 按 L1 精确 → 旧式检索优先级返回候选；同一案例不重复。","8","test_query_facade_l1_then_legacy","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_semantic","",""
"","1","test_semantic_low_sim_no_hit","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"未录制：capture() 不擅自启动录制，trace_path 保持占位 None。","187","test_inline_trace_absent_when_not_recording","tests.e2e","2026-09-03","passed","2026-09-03","","test_trace_inline_e2e","",""
"同一文本向量跨调用一致（md5 特征哈希，非内置 hash()）。","0","test_embedding_deterministic","tests.unit","2026-09-03","passed","2026-09-03","","test_embedding","",""
"visual 产出经统一标尺出口：C4 融合结果恒等（不二次收缩）。","0","test_visual_strategy_identity_wired","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"","0","test_finalize_controller_merges_shards_and_writes_dashboard","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"","0","test_render_contains_audit_row","tests.unit","2026-09-03","passed","2026-09-03","","test_dashboard","",""
"弹窗演示页（含弹窗 overlay 元素）同样两来源一致。","268","test_popup_page_native_and_static_consistent","tests.e2e","2026-09-03","passed","2026-09-03","","test_native_dom_e2e","",""
"","0","test_has_open_pr_true_when_listed","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"","0","test_default_settings","tests.unit","2026-09-03","passed","2026-09-03","","test_skeleton","",""
"#11：API 返回空 choices 抛 UnavailableError 而非 IndexError。","1","test_chat_raises_on_empty_choices","tests.unit","2026-09-03","passed","2026-09-03","","test_openai_client","",""
"原生缺失某候选（静态独有）→ 不一致，明细可溯源。","0","test_cross_validate_detects_static_only","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_native_check","",""
"空 tag_path（静态兜底上下文）不产生 L1 键：防同页所有静态失败折叠成同一键（跨用例误命中）。","1","test_static_context_skips_l1_key_avoiding_collision","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnosis_reorder","",""
"同一 0.95：全局 0.5 会采纳，但按策略 heuristic=0.99 拒绝（证明按策略覆盖全局）。","0","test_resolve_rejects_when_strategy_threshold_high","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"","0","test_similar_texts_high_cosine","tests.unit","2026-09-03","passed","2026-09-03","","test_embedding","",""
"审查 M3：close 幂等（重复关闭安全，供生命周期收口复用）。","5","test_close_idempotent","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_sqlite","",""
"原生解析无 page → []（纯逻辑环境安全降级）。","0","test_native_parser_requires_page","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_native_check","",""
"","7","test_sqlite_persists_across_instances","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_sqlite","",""
"缓存上限：超过 256 条淘汰最久未用，防长流程内存膨胀。","48","test_failure_context_cache_limited","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","1","test_extract_snapshot_css","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","1","test_dry_run_reports_proposal_not_applied","tests.unit","2026-09-03","passed","2026-09-03","","test_risk_control","",""
"","0","test_open_uses_declared_url","tests.unit","2026-09-03","passed","2026-09-03","","test_base_page","",""
"审查 M1 回归：L3 命中的 new_selector 已失效（页面不存在）→ 不采纳、写人审清单（与 L1 护栏对称）。","1","test_semantic_stale_cached_selector_not_used","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","0","test_garbage_reply_returns_none","tests.unit","2026-09-03","passed","2026-09-03","","test_visual_llm","",""
"","0","test_fail_mode_ignores_fallback","tests.unit","2026-09-03","passed","2026-09-03","","test_resolve_fallback","",""
"场景 1：登录按钮 id 改版（#submit-btn-old 失效）→ 自愈后点击成功。","30505","test_ab_s1_login_button[healing]","tests.e2e","2026-09-03","passed","2026-09-03","","test_ab_scenarios","",""
"","0","test_persist_enriches_semantic_fields","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"LLM 不可用（无 client）→ 全程规则式，不崩溃、无计数。","1","test_no_llm_falls_back_to_rule_only","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnosis_reorder","",""
"C5：构造时挂载 on_request/on_response，capture() 带出近期网络日志。","0","test_capture_network_logs_from_listeners","tests.unit","2026-09-03","passed","2026-09-03","","test_collector","",""
"新鲜窗口（7 天）内 sim>0.80 → 未 verified 也自动采纳。","0","test_semantic_accept_fresh_unverified","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","0","test_is_xdist_worker_true_for_worker","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"两来源都无候选（total=0）→ 不判一致（无可对齐对象）。","0","test_cross_validate_empty_set_not_consistent","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_native_check","",""
"","0","test_confidence_out_of_range_rejected","tests.unit","2026-09-03","passed","2026-09-03","","test_visual_llm","",""
"add_repair 抛异常 → commit 不抛、run() 仍返回 success（沉淀失败不影响已成功的自愈）。","1","test_persist_failure_tolerated","tests.unit","2026-09-03","passed","2026-09-03","","test_persist_failure","",""
"","0","test_has_open_pr_false_when_empty_or_gh_fails","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"","0","test_lookup_l1_hard_short_circuit","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"无 xdist（单进程）：无分片时行为与既有路径一致（本地记录直接写看板）。","0","test_finalize_plain_run_keeps_single_process_behavior","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"","5","test_sqlite_busy_timeout_and_wal_enabled","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"","1","test_metrics_aggregation","tests.unit","2026-09-03","passed","2026-09-03","","test_metrics","",""
"","0","test_write_environment_failure_is_silent","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"key 存在且 provider 已注册（openai 未安装时仍可构建实例，惰性导入不触发）。","0","test_ready_returns_client","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_factory","",""
"开启后：直接 click（无显式 wait）也能兜住 30ms 加载抖动并成功点击。","30623","test_action_wait_completes_click_on_moving_element","tests.e2e","2026-09-03","passed","2026-09-03","","test_smart_wait_flow","",""
"","1","test_knowledge_store_roundtrip","tests.unit","2026-09-03","passed","2026-09-03","","test_skeleton","",""
"","71","test_position_change_then_stable","tests.unit","2026-09-03","passed","2026-09-03","","test_smart_wait","",""
"恢复录制后再次采集 → 产出新的现场 trace 文件（两段各自独立、互不覆盖）。","372","test_inline_trace_repeats_after_restore","tests.e2e","2026-09-03","passed","2026-09-03","","test_trace_inline_e2e","",""
"void 标签集合覆盖常见无结束标签元素。","0","test_void_tags_defined","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_parser","",""
"V4 复核：嵌套段（healing:）里的拼错/多余键必须报错，而非被静默丢弃。","0","test_nested_unknown_key_rejected","tests.unit","2026-09-03","passed","2026-09-03","","test_config_strict","",""
"","0","test_metrics_empty","tests.unit","2026-09-03","passed","2026-09-03","","test_metrics","",""
"","1","test_main_reads_summary_file","tests.unit","2026-09-03","passed","2026-09-03","","test_notify","",""
"按策略阈值裁决：未配置策略回退全局（0.95 >= 全局 0.5 → 采纳）。","0","test_resolve_uses_per_strategy_threshold","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"场景 1：登录按钮 id 改版（#submit-btn-old 失效）→ 自愈后点击成功。","1558","test_ab_s1_login_button[disabled]","tests.e2e","2026-09-03","skipped","2026-09-03","","test_ab_scenarios","",""
"配置的策略用独立阈值；未配置的照旧回退全局。","1","test_config_per_strategy_override","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"场景 2：用户名输入框 id 改版（#user-field-old 失效）→ 自愈后 fill 成功。","883","test_ab_s2_username_input[disabled]","tests.e2e","2026-09-03","skipped","2026-09-03","","test_ab_scenarios","",""
"录制中（stop 成功）→ 现场 trace 落盘 trace_dir，并立即恢复录制（同 conftest 参数）。","0","test_inline_trace_saved_and_recording_restored","tests.unit","2026-09-03","passed","2026-09-03","","test_collector","",""
"","0","test_apply_dynamic_labels_invokes_allure","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"","1","test_hit_returns_candidate","tests.unit","2026-09-03","passed","2026-09-03","","test_visual_llm","",""
"","0","test_shard_roundtrip_rebuilds_healing_records","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"","0","test_element_attr_field","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_parser","",""
"","0","test_is_close_hint_case_insensitive","tests.unit","2026-09-03","passed","2026-09-03","","test_popup_guard","",""
"VLM 自身置信度就低 → 融合后更低。","0","test_visual_low_vlm_confidence_still_rejected","tests.unit","2026-09-03","passed","2026-09-03","","test_visual_consistency","",""
"_safe_close 关闭失败记 warning（不再静默），且不上抛阻断业务收口。","0","test_safe_close_logs_warning","tests.unit","2026-09-03","passed","2026-09-03","","test_review_hardening","",""
"","0","test_garbage_reply_returns_none","tests.unit","2026-09-03","passed","2026-09-03","","test_semantic_llm","",""
"校准实现把有效置信度推出 [0,1] 时钳制（防御值域漂移，不静默吞掉）。","0","test_calibrate_clamps_out_of_range","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"演示页：两来源交互候选一致，且 [data-testid=""submit-btn""] 落在对齐集合内。","272","test_demo_page_native_and_static_consistent","tests.e2e","2026-09-03","passed","2026-09-03","","test_native_dom_e2e","",""
"HealingLocator(enabled=False)（插件关闭）即使配置开启也不包装/不代表执行前置等待。","0","test_disabled_locator_passes_through_even_if_cfg_enabled","tests.unit","2026-09-03","passed","2026-09-03","","test_action_wait","",""
"场景 2：用户名输入框 id 改版（#user-field-old 失效）→ 自愈后 fill 成功。","30191","test_ab_s2_username_input[healing]","tests.e2e","2026-09-03","passed","2026-09-03","","test_ab_scenarios","",""
"无 LLM 时 LLMDiagnoser 退化为与 Phase 1 规则式一致。","0","test_rule_fallback_matches_phase1","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnose_llm","",""
"","0","test_dashboard_shows_verified_and_cost","tests.unit","2026-09-03","passed","2026-09-03","","test_risk_metrics","",""
"","6","test_find_by_key_sqlite","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_semantic","",""
"场景 3：密码输入框 id 改版（#pass-field-old 失效）→ 自愈后 fill 成功。","879","test_ab_s3_password_input[disabled]","tests.e2e","2026-09-03","skipped","2026-09-03","","test_ab_scenarios","",""
"","4","test_extract_snapshot_text_selector","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"L1/旧式知识复用路径：不暂存、不重复沉淀，仅记录审计。","1","test_l1_cached_path_not_staged","tests.unit","2026-09-03","passed","2026-09-03","","test_persist_after_verify","",""
"","0","test_write_environment_disabled_without_allure","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"自愈后重试成功 → 引擎触发 commit_pending，修复落入知识库。","1","test_engine_retry_success_commits","tests.unit","2026-09-03","passed","2026-09-03","","test_persist_after_verify","",""
"上下文为空 → 跳过 L1（无法计算 repair_key），走旧式检索。","0","test_lookup_l1_empty_context_skips","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","0","test_auto_description_flows_to_run_when_no_user_desc","tests.unit","2026-09-03","passed","2026-09-03","","test_chain_healing","",""
"heuristic 0.95 >= 按策略阈值 0.9 → 采纳（传统场景行为不变）。","1","test_generate_accepts_by_per_strategy_threshold","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"默认不写建议文件（零副作用）。","0","test_fix_proposal_disabled_by_default","tests.unit","2026-09-03","passed","2026-09-03","","test_risk_metrics","",""
"","0","test_feature_single_unit_marker","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"","0","test_non_excluded_url_normal_flow","tests.unit","2026-09-03","passed","2026-09-03","","test_risk_control","",""
"知识复用门槛与案例来源策略的独立阈值对齐（0.65 对 visual=0.7 拒绝 / 回退全局 0.6 命中）。","1","test_lookup_knowledge_uses_source_strategy_threshold","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"","7","test_semantic_hits_same_page_sqlite","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_semantic","",""
"","0","test_capture_all_fail","tests.unit","2026-09-03","passed","2026-09-03","","test_collector","",""
"","1","test_semantic_accept_verified","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"","0","test_load_proposals_missing_dir_returns_empty","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"候选过滤：可交互标签 / role=button / data-testid，普通 div 排除。","1","test_interactive_filter","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_parser","",""
"构造中途失败（协作者初始化抛错）必须清理已建成的自有资源（防泄漏）。","0","test_init_failure_closes_owned_resources","tests.unit","2026-09-03","passed","2026-09-03","","test_review_hardening","",""
"","0","test_render_markdown_includes_table_and_totals","tests.unit","2026-09-03","passed","2026-09-03","","test_ab_compare","",""
"","1","test_main_skips_when_open_pr_exists","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"","0","test_compact_dom_extracts_stable_elements","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_io","",""
"V5 复核：sqlite 库文件损坏 → 记 warning 并降级 memory 后端，不炸 fixture。","1","test_factory_degrades_to_memory_when_sqlite_broken","tests.unit","2026-09-03","passed","2026-09-03","","test_knowledge_sqlite","",""
"heuristic 0.95 < 策略阈值 0.99 → 拒绝采纳 → use_fallback 用 #submit-btn-v2 完成操作。","30309","test_threshold_rejects_heuristic_and_falls_back","tests.e2e","2026-09-03","passed","2026-09-03","","test_strategy_threshold_e2e","",""
"","0","test_read_shards_missing_dir_and_broken_shard","tests.unit","2026-09-03","passed","2026-09-03","","test_xdist_compat","",""
"","0","test_extract_static_fallback","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"注册表可插拔：登记自定义校准函数即时生效（未来数据标定替换点）。","0","test_calibrator_registry_extensible","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"POM 显式 wait_until_stable（smart_wait）在开关两态下都可用（T6 不削弱显式调用）。","100","test_explicit_wait_until_stable_still_available","tests.unit","2026-09-03","passed","2026-09-03","","test_action_wait","",""
"","1","test_open_with_explicit_url","tests.unit","2026-09-03","passed","2026-09-03","","test_base_page","",""
"","0","test_open_without_url_raises","tests.unit","2026-09-03","passed","2026-09-03","","test_base_page","",""
"","1","test_render_contains_metrics_summary","tests.unit","2026-09-03","passed","2026-09-03","","test_dashboard","",""
"","1","test_summary_counts_success_verified_and_strategy","tests.unit","2026-09-03","passed","2026-09-03","","test_notify","",""
"开启时 click 前先做短稳等待（wait_until_stable 被调用），再执行动作。","100","test_wait_before_action_when_enabled","tests.unit","2026-09-03","passed","2026-09-03","","test_action_wait","",""
"","0","test_extract_json_garbage_returns_none","tests.unit","2026-09-03","passed","2026-09-03","","test_llm_io","",""
"repair_key 不匹配时回退旧式精确 selector 检索（向后兼容）。","1","test_lookup_l1_miss_falls_back_to_find_repair","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_semantic","",""
"stop 成功后恢复录制失败 → 现场 trace 已保存，路径仍返回（不丢证据）。","0","test_inline_trace_restore_failure_keeps_path","tests.unit","2026-09-03","passed","2026-09-03","","test_collector","",""
"","1","test_knowledge_first_hit","tests.unit","2026-09-03","passed","2026-09-03","","test_orchestrator_logic","",""
"未配置按策略阈值时回退全局（既有行为保持）。","0","test_config_per_strategy_defaults_fallback","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"默认 early_accept 0.85：heuristic 0.95 达阈值 → 短路，不调 semantic（回归 T1）。","0","test_best_candidate_short_circuit_default","tests.unit","2026-09-03","passed","2026-09-03","","test_confidence_normalize","",""
"","1","test_reporter_metrics_convenience","tests.unit","2026-09-03","passed","2026-09-03","","test_metrics","",""
"","0","test_valid_cause_accepted","tests.unit","2026-09-03","passed","2026-09-03","","test_diagnose_llm","",""
"","0","test_feature_priority_order","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
"","0","test_empty_dom_returns_empty","tests.unit","2026-09-03","passed","2026-09-03","","test_dom_parser","",""
"","0","test_hit_returns_candidate","tests.unit","2026-09-03","passed","2026-09-03","","test_semantic_llm","",""
"","0","test_signature_normalizes_whitespace_and_truncates","tests.unit","2026-09-03","passed","2026-09-03","","test_popup_guard","",""
"中段/叶子选择器断裂：第一次修根+重放仍失败 → 第二次自愈直接修叶子。","1","test_leaf_broken_second_heal_targets_leaf","tests.unit","2026-09-03","passed","2026-09-03","","test_chain_healing","",""
"","2","test_load_proposals_reads_json_and_skips_broken","tests.unit","2026-09-03","passed","2026-09-03","","test_propose_pr","",""
"use_knowledge=False（二次自愈）→ 不命中缓存，走策略（空 DOM 无候选 → 失败）。","1","test_run_skips_knowledge_when_disabled","tests.unit","2026-09-03","passed","2026-09-03","","test_secondary_healing","",""
"","0","test_embedding_normalized_unit_length","tests.unit","2026-09-03","passed","2026-09-03","","test_embedding","",""
"","0","test_apply_dynamic_labels_disabled_without_allure","tests.unit","2026-09-03","passed","2026-09-03","","test_allure_bridge","",""
